,player_name,User_Name,Screen_Name,Tweet_created,Retweeted,Favourited,Location,Time_Zone,Geo,Text,Favourites_Count,Friends_Count,Followers_Count,Retweet_Count,Hashtags,URL
108,N'Golo Kante,Davi Bernardo,davibernardo84,2018-04-22 03:09:04,False,False,Rio de Janeiro,Brasilia,None,"Você errou #luiz e matou o #Lula que agora esta na cadeia, esperamos que fique preso pra sempre! https://t.co/qMtb6A0iQL",1,2084,442,3742,luiz,"[{'url': 'https://t.co/qMtb6A0iQL', 'expanded_url': 'https://www.facebook.com/davi.bernardo84/videos/2170729692942269/', 'display_url': 'facebook.com/davi.bernardo8…', 'indices': [97, 120]}]"
109,N'Golo Kante,Gabi,sereialima_,2018-04-22 00:29:16,False,False,"Rio de Janeiro, Brasil",None,"{'type': 'Point', 'coordinates': [-22.75831469, -43.44757873]}",#Luiz (@ Nova Iguaçu - @prefnovaiguacu in RJ w/ @mtsaraujo7 @mimlima_) https://t.co/4rOCHhxbSm,1520,238,304,4893,Luiz,"[{'url': 'https://t.co/4rOCHhxbSm', 'expanded_url': 'https://www.swarmapp.com/c/7P2uTe1Nuh7', 'display_url': 'swarmapp.com/c/7P2uTe1Nuh7', 'indices': [71, 94]}]"
110,David Luiz,Hugo Felacio,HugoFelacio,2018-04-22 21:53:05,False,False,"São Paulo, Brasil",None,None,Parabens... Deus te abencoe David Luiz @DavidLuiz_4 #davidluiz ????????? https://t.co/CdTZO3Am2I,780,280,21,381,davidluiz,[]
111,David Luiz,Paris SGold,ParisSgold,2018-04-22 20:30:30,False,False,"Ile-de-France, France",None,None,"RT @UltrasParis1997: ?? Joyeux anniversaire... @DavidLuiz_4 ?? ??
? 31 ans aujourd’hui 
? Nous te souhaitons un très bon anniversaire !
? #…",1136,14,22,1162,None,[]
112,David Luiz,HITC Premier League,HITCepl,2018-04-22 18:30:07,False,False,London,None,None,RT @HITCnewcastle: Newcastle United want David Luiz to be signed from Chelsea #newcastleunitedfc #nufc #premierleague #davidluiz https://t.…,3,30,1999,135043,newcastleunitedfc,[]
113,David Luiz,HITC NUFC Empire,HITCnewcastle,2018-04-22 18:30:03,False,False,Newcastle,None,None,Newcastle United want David Luiz to be signed from Chelsea #newcastleunitedfc #nufc #premierleague #davidluiz https://t.co/GSFarZ6sNZ,0,8,148,18004,newcastleunitedfc,"[{'url': 'https://t.co/GSFarZ6sNZ', 'expanded_url': 'http://www.hitc.com/en-gb/2018/04/22/newcastle-united-want-david-luiz-to-be-signed-from-chelsea/?utm_medium=share%20service&utm_campaign=social%20media&utm_source=twitter&utm_content=HITCnewcastle', 'display_url': 'hitc.com/en-gb/2018/04/…', 'indices': [110, 133]}]"
114,David Luiz,E.... ?,Geezers_sz,2018-04-22 18:14:04,False,False,,Pacific Time (US & Canada),None,"RT @itaipavaarenafn: Hoje é dia de homenagear nosso grande zagueiro brasileiro, David Luiz, que teve passagens pelo Benfica, PSG, Vitória e…",22838,561,732,45797,None,[]
115,David Luiz,Mel,melechelon18,2018-04-22 18:00:52,False,False,,None,None,"RT @futebol_magic: SE LIGA: #Parabéns a #Davidluiz que hoje completa 31 anos com alguns #títulos como #championsleague, #premierleague, #eu…",13018,450,455,19322,Parabéns,[]
116,David Luiz,Magic Futebol,futebol_magic,2018-04-22 18:00:12,False,False,,None,None,"SE LIGA: #Parabéns a #Davidluiz que hoje completa 31 anos com alguns #títulos como #championsleague, #premierleague… https://t.co/0Z52r1nQ9D",88,111,53,1591,Parabéns,"[{'url': 'https://t.co/0Z52r1nQ9D', 'expanded_url': 'https://twitter.com/i/web/status/988115266470076416', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]"
117,David Luiz,?Y-E??,ERICMISSE2,2018-04-22 17:41:00,False,False,Douala  cameroun            ,Pacific Time (US & Canada),None,"RT @UltrasParis1997: ?? Joyeux anniversaire... @DavidLuiz_4 ?? ??
? 31 ans aujourd’hui 
? Nous te souhaitons un très bon anniversaire !
? #…",3489,525,495,16942,None,[]
118,David Luiz,evilways,myevilways_,2018-04-22 17:36:51,False,False,"?stanbul, Türkiye",Quito,None,"Ya sabahtan beri bu payla??m? bekliyorum SONUNDA ??
#davidluiz #thiagosilva https://t.co/aeYaP8NEmi",34264,127,2043,65484,davidluiz,[]
119,David Luiz,SoccerCards.ca,soccercardsca,2018-04-22 17:30:23,False,False,"Guelph, Ontario",Eastern Time (US & Canada),None,"#HappyBirthday to David #Luiz - turning 31 today! #HBD

Featured: 2015-16 #Topps #ChampionsLeague Showcase… https://t.co/GuJhbzwd3N",7,43,54,1122,HappyBirthday,"[{'url': 'https://t.co/GuJhbzwd3N', 'expanded_url': 'https://twitter.com/i/web/status/988107764235980801', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [108, 131]}]"
120,David Luiz,U????s P???s 1997,UltrasParis1997,2018-04-22 16:34:37,False,False,Parc des Princes,Pacific Time (US & Canada),None,"RT @UltrasParis1997: ?? Joyeux anniversaire... @DavidLuiz_4 ?? ??
? 31 ans aujourd’hui 
? Nous te souhaitons un très bon anniversaire !
? #…",10274,187,500,3578,None,[]
121,David Luiz,Regina Phalange,heloisaarocha,2018-04-22 16:29:38,False,False,,None,None,"- ele fez parte da minha fase de amadurecimento, e foi essencial.
Sem dúvidas é o meu predileto! Pode não estar sen… https://t.co/uOtwoDkGSP",991,125,88,411,None,"[{'url': 'https://t.co/uOtwoDkGSP', 'expanded_url': 'https://twitter.com/i/web/status/988092473720344576', 'display_url': 'twitter.com/i/web/status/9…', 'indices': [117, 140]}]"
122,David Luiz,Aniket Sansare,Er_AniketS,2018-04-22 16:01:53,False,False,Mumbai,None,None,"RT @_Namratha_Gowda: Day 5

I am gonna tweet to @davidluiz_4 every single day till he notices me and sends me something that belongs to him…",27010,82,265,23353,None,[]
